  cell  ,E,W,N,S
"(391, 326)",1,0,0,1
"(392, 326)",0,1,1,0
"(393, 326)",0,1,0,1
"(394, 326)",0,0,1,0
"(395, 326)",1,0,0,1
"(396, 326)",1,0,1,0
"(397, 326)",0,1,0,1
"(398, 326)",1,0,1,1
"(399, 326)",0,0,1,0
"(400, 326)",1,1,0,0
"(1, 327)",1,1,0,0
"(2, 327)",0,1,0,1
"(3, 327)",1,0,1,1
"(4, 327)",0,0,1,0
"(5, 327)",1,1,0,0
"(6, 327)",0,1,0,1
"(7, 327)",0,0,1,1
"(8, 327)",0,0,1,0
"(9, 327)",1,0,0,1
"(10, 327)",0,1,1,0
"(11, 327)",0,1,0,1
"(12, 327)",0,0,1,1
"(13, 327)",0,0,1,1
"(14, 327)",0,1,1,0
"(15, 327)",1,1,0,0
"(16, 327)",1,1,0,0
"(17, 327)",1,0,0,1
"(18, 327)",0,0,1,0
"(19, 327)",1,0,0,1
"(20, 327)",0,1,1,0
"(21, 327)",0,1,0,1
"(22, 327)",1,0,1,1
"(23, 327)",0,0,1,0
"(24, 327)",1,1,0,0
"(25, 327)",0,1,0,1
"(26, 327)",1,0,1,0
"(27, 327)",1,1,0,0
"(28, 327)",0,1,0,1
"(29, 327)",1,0,1,0
"(30, 327)",1,1,0,0
"(31, 327)",1,0,0,1
"(32, 327)",0,1,1,0
"(33, 327)",1,0,0,0
"(34, 327)",1,1,0,0
"(35, 327)",1,0,0,1
"(36, 327)",1,0,1,0
"(37, 327)",1,0,0,0
"(38, 327)",1,1,0,0
"(39, 327)",0,0,0,1
"(40, 327)",1,1,1,0
"(41, 327)",0,1,0,1
"(42, 327)",0,0,1,1
"(43, 327)",1,0,1,0
"(44, 327)",1,0,0,0
"(45, 327)",0,1,0,1
"(46, 327)",0,1,1,0
"(47, 327)",1,0,0,1
"(48, 327)",0,1,1,0
"(49, 327)",1,1,0,0
"(50, 327)",1,0,0,0
"(51, 327)",1,0,0,1
"(52, 327)",0,0,1,1
"(53, 327)",0,1,1,0
"(54, 327)",0,0,0,1
"(55, 327)",1,1,1,0
"(56, 327)",0,1,0,1
"(57, 327)",1,0,1,0
"(58, 327)",1,1,0,0
"(59, 327)",1,1,0,0
"(60, 327)",0,1,0,1
"(61, 327)",0,1,1,0
"(62, 327)",1,1,0,0
"(63, 327)",0,0,0,1
"(64, 327)",0,0,1,1
"(65, 327)",1,1,1,0
"(66, 327)",1,1,0,0
"(67, 327)",1,1,0,0
"(68, 327)",1,1,0,0
"(69, 327)",0,0,0,1
"(70, 327)",0,0,1,1
"(71, 327)",1,0,1,1
"(72, 327)",1,1,1,0
"(73, 327)",1,0,0,0
"(74, 327)",1,1,0,0
"(75, 327)",1,0,0,0
"(76, 327)",0,1,0,1
"(77, 327)",0,1,1,0
"(78, 327)",1,1,0,0
"(79, 327)",1,1,0,0
"(80, 327)",1,0,0,1
"(81, 327)",0,0,1,1
"(82, 327)",1,0,1,1
"(83, 327)",0,0,1,0
"(84, 327)",1,0,0,1
"(85, 327)",0,1,1,0
"(86, 327)",1,1,0,0
"(87, 327)",0,1,0,1
"(88, 327)",1,0,1,1
"(89, 327)",1,0,1,0
"(90, 327)",1,1,0,0
"(91, 327)",0,1,0,0
"(92, 327)",0,1,0,1
"(93, 327)",1,0,1,0
"(94, 327)",0,1,0,1
"(95, 327)",0,1,1,0
"(96, 327)",1,1,0,0
"(97, 327)",1,0,0,1
"(98, 327)",0,1,1,0
"(99, 327)",0,1,0,1
"(100, 327)",1,1,1,0
"(101, 327)",0,1,0,1
"(102, 327)",0,1,1,0
"(103, 327)",0,0,0,1
"(104, 327)",1,0,1,1
"(105, 327)",1,0,1,0
"(106, 327)",0,1,0,1
"(107, 327)",0,1,1,0
"(108, 327)",1,1,0,0
"(109, 327)",1,1,0,0
"(110, 327)",1,1,0,0
"(111, 327)",0,1,0,1
"(112, 327)",0,0,1,1
"(113, 327)",0,0,1,1
"(114, 327)",0,1,1,0
"(115, 327)",1,0,0,1
"(116, 327)",0,1,1,0
"(117, 327)",1,1,0,0
"(118, 327)",1,0,0,1
"(119, 327)",1,0,1,0
"(120, 327)",1,1,0,0
"(121, 327)",1,0,0,0
"(122, 327)",1,1,0,0
"(123, 327)",0,0,0,1
"(124, 327)",1,1,1,0
"(125, 327)",1,0,0,1
"(126, 327)",0,0,1,0
"(127, 327)",1,1,0,0
"(128, 327)",0,1,0,1
"(129, 327)",0,1,1,0
"(130, 327)",1,1,0,0
"(131, 327)",0,1,0,1
"(132, 327)",0,0,1,1
"(133, 327)",1,0,1,0
"(134, 327)",0,1,0,1
"(135, 327)",0,0,1,1
"(136, 327)",0,1,1,0
"(137, 327)",0,1,0,1
"(138, 327)",1,0,1,0
"(139, 327)",1,0,0,1
"(140, 327)",0,1,1,1
"(141, 327)",1,0,1,0
"(142, 327)",0,1,0,0
"(143, 327)",1,0,0,1
"(144, 327)",1,0,1,0
"(145, 327)",1,1,0,0
"(146, 327)",1,0,0,1
"(147, 327)",0,1,1,0
"(148, 327)",1,1,0,0
"(149, 327)",1,0,0,0
"(150, 327)",1,0,0,1
"(151, 327)",0,0,1,1
"(152, 327)",0,0,1,1
"(153, 327)",1,0,1,0
"(154, 327)",1,1,0,0
"(155, 327)",0,1,0,1
"(156, 327)",1,0,1,0
"(157, 327)",1,1,0,0
"(158, 327)",1,1,0,0
"(159, 327)",1,0,0,1
"(160, 327)",0,0,1,1
"(161, 327)",0,0,1,1
"(162, 327)",1,0,1,0
"(163, 327)",1,0,0,1
"(164, 327)",0,0,1,1
"(165, 327)",0,0,1,1
"(166, 327)",1,1,1,0
"(167, 327)",0,1,0,0
"(168, 327)",0,1,0,1
"(169, 327)",1,0,1,0
"(170, 327)",0,1,0,1
"(171, 327)",1,0,1,0
"(172, 327)",1,0,0,1
"(173, 327)",0,1,1,0
"(174, 327)",1,1,0,0
"(175, 327)",1,1,0,0
"(176, 327)",1,0,0,0
"(177, 327)",0,1,0,1
"(178, 327)",0,1,1,0
"(179, 327)",0,0,0,1
"(180, 327)",1,0,1,0
"(181, 327)",1,1,0,0
"(182, 327)",0,1,0,1
"(183, 327)",1,0,1,0
"(184, 327)",1,1,0,0
"(185, 327)",0,1,0,1
"(186, 327)",0,1,1,0
"(187, 327)",0,1,0,1
"(188, 327)",0,0,1,1
"(189, 327)",0,0,1,1
"(190, 327)",0,1,1,0
"(191, 327)",0,1,0,0
"(192, 327)",1,1,0,0
"(193, 327)",1,1,0,0
"(194, 327)",1,1,0,0
"(195, 327)",1,1,0,0
"(196, 327)",1,0,0,1
"(197, 327)",0,0,1,1
"(198, 327)",1,1,1,0
"(199, 327)",1,0,0,0
"(200, 327)",1,1,0,1
"(201, 327)",1,0,1,0
"(202, 327)",0,0,0,1
"(203, 327)",1,1,1,0
"(204, 327)",0,1,0,1
"(205, 327)",0,0,1,1
"(206, 327)",0,0,1,1
"(207, 327)",0,1,1,0
"(208, 327)",1,0,0,1
"(209, 327)",1,1,1,0
"(210, 327)",0,1,0,1
"(211, 327)",0,0,1,0
"(212, 327)",1,1,0,0
"(213, 327)",0,1,0,1
"(214, 327)",0,0,1,1
"(215, 327)",1,1,1,0
"(216, 327)",1,0,0,1
"(217, 327)",0,1,1,0
"(218, 327)",1,1,0,0
"(219, 327)",1,1,0,0
"(220, 327)",1,1,0,0
"(221, 327)",0,1,0,1
"(222, 327)",1,0,1,0
"(223, 327)",0,1,0,0
"(224, 327)",1,1,0,0
"(225, 327)",1,0,0,1
"(226, 327)",0,0,1,0
"(227, 327)",1,0,0,1
"(228, 327)",0,0,1,1
"(229, 327)",1,0,1,0
"(230, 327)",1,1,0,0
"(231, 327)",1,1,0,1
"(232, 327)",1,0,1,0
"(233, 327)",1,0,0,1
"(234, 327)",1,0,1,0
"(235, 327)",1,1,0,0
"(236, 327)",1,1,0,0
"(237, 327)",1,0,0,1
"(238, 327)",0,1,1,1
"(239, 327)",0,1,1,0
"(240, 327)",1,0,0,1
"(241, 327)",0,0,1,1
"(242, 327)",1,0,1,0
"(243, 327)",1,1,0,0
"(244, 327)",1,0,0,1
"(245, 327)",1,0,1,0
"(246, 327)",0,1,0,1
"(247, 327)",1,0,1,0
"(248, 327)",1,0,0,1
"(249, 327)",0,1,1,0
"(250, 327)",0,1,0,1
"(251, 327)",0,0,1,1
"(252, 327)",1,0,1,1
"(253, 327)",1,0,1,1
"(254, 327)",1,0,1,0
"(255, 327)",0,1,0,1
"(256, 327)",0,0,1,1
"(257, 327)",0,0,1,1
"(258, 327)",0,1,1,0
"(259, 327)",1,0,0,0
"(260, 327)",1,1,0,0
"(261, 327)",1,1,0,0
"(262, 327)",1,1,0,0
"(263, 327)",1,1,0,0
"(264, 327)",1,1,0,0
"(265, 327)",1,0,0,0
"(266, 327)",1,0,0,1
"(267, 327)",0,1,1,0
"(268, 327)",1,0,0,1
"(269, 327)",0,0,1,1
"(270, 327)",0,0,1,1
"(271, 327)",0,0,1,1
"(272, 327)",1,0,1,0
"(273, 327)",1,0,0,1
"(274, 327)",1,0,1,0
"(275, 327)",0,1,0,1
"(276, 327)",1,0,1,0
"(277, 327)",1,1,0,1
"(278, 327)",1,0,1,0
"(279, 327)",0,0,0,1
"(280, 327)",0,0,1,1
"(281, 327)",0,0,1,1
"(282, 327)",1,0,1,0
"(283, 327)",1,1,0,0
"(284, 327)",0,1,0,1
"(285, 327)",0,1,1,0
"(286, 327)",1,1,0,0
"(287, 327)",1,1,0,1
"(288, 327)",0,1,1,0
"(289, 327)",1,0,0,1
"(290, 327)",1,1,1,0
"(291, 327)",1,0,0,1
"(292, 327)",1,0,1,0
"(293, 327)",1,1,0,1
"(294, 327)",0,1,1,0
"(295, 327)",1,0,0,1
"(296, 327)",1,0,1,0
"(297, 327)",1,1,0,0
"(298, 327)",0,1,0,1
"(299, 327)",0,0,1,1
"(300, 327)",0,1,1,0
"(301, 327)",0,1,0,1
"(302, 327)",0,0,1,1
"(303, 327)",0,0,1,1
"(304, 327)",1,0,1,0
"(305, 327)",0,1,0,1
"(306, 327)",1,0,1,1
"(307, 327)",0,0,1,0
"(308, 327)",1,0,0,1
"(309, 327)",0,0,1,1
"(310, 327)",0,0,1,1
"(311, 327)",0,1,1,1
"(312, 327)",0,0,1,1
"(313, 327)",0,0,1,0
"(314, 327)",1,0,0,1
"(315, 327)",1,0,1,1
"(316, 327)",0,0,1,1
"(317, 327)",0,0,1,0
"(318, 327)",1,0,0,1
"(319, 327)",0,1,1,0
"(320, 327)",1,1,0,1
"(321, 327)",0,1,1,0
"(322, 327)",1,1,0,0
"(323, 327)",0,1,0,1
"(324, 327)",1,0,1,0
"(325, 327)",1,1,0,1
"(326, 327)",1,0,1,0
"(327, 327)",1,1,0,0
"(328, 327)",1,1,0,0
"(329, 327)",1,0,0,1
"(330, 327)",1,0,1,0
"(331, 327)",0,1,0,1
"(332, 327)",0,0,1,1
"(333, 327)",1,0,1,0
"(334, 327)",1,1,0,0
"(335, 327)",1,0,0,1
"(336, 327)",1,0,1,0
"(337, 327)",0,1,0,1
"(338, 327)",0,0,1,1
"(339, 327)",0,1,1,0
"(340, 327)",0,1,0,1
"(341, 327)",1,0,1,0
"(342, 327)",0,1,0,1
"(343, 327)",0,0,1,1
"(344, 327)",0,0,1,1
"(345, 327)",1,1,1,0
"(346, 327)",1,0,0,1
"(347, 327)",0,0,1,1
"(348, 327)",0,1,1,0
"(349, 327)",1,1,0,1
"(350, 327)",1,0,1,1
"(351, 327)",0,0,1,0
"(352, 327)",0,1,0,1
"(353, 327)",0,1,1,0
"(354, 327)",1,1,0,0
"(355, 327)",0,0,0,1
"(356, 327)",0,0,1,1
"(357, 327)",0,0,1,1
"(358, 327)",1,0,1,0
"(359, 327)",0,1,0,1
"(360, 327)",0,0,1,1
"(361, 327)",0,0,1,1
"(362, 327)",0,1,1,0
"(363, 327)",1,1,0,0
"(364, 327)",1,0,0,1
"(365, 327)",0,0,1,1
"(366, 327)",0,1,1,1
"(367, 327)",0,0,1,1
"(368, 327)",0,0,1,1
"(369, 327)",0,0,1,1
"(370, 327)",0,1,1,0
"(371, 327)",1,0,0,1
"(372, 327)",0,1,1,1
"(373, 327)",0,1,1,0
"(374, 327)",0,1,0,1
"(375, 327)",0,0,1,1
"(376, 327)",0,0,1,1
"(377, 327)",0,1,1,1
"(378, 327)",0,0,1,1
"(379, 327)",0,0,1,1
"(380, 327)",0,1,1,0
"(381, 327)",0,1,0,1
"(382, 327)",0,0,1,1
"(383, 327)",1,0,1,0
"(384, 327)",0,1,0,1
"(385, 327)",1,0,1,0
"(386, 327)",1,1,0,0
"(387, 327)",1,1,0,0
"(388, 327)",0,1,0,0
"(389, 327)",1,1,0,0
"(390, 327)",1,0,0,1
"(391, 327)",0,1,1,0
"(392, 327)",1,0,0,1
"(393, 327)",1,0,1,0
"(394, 327)",1,0,0,1
"(395, 327)",0,1,1,0
"(396, 327)",0,1,0,1
"(397, 327)",1,0,1,0
"(398, 327)",0,1,0,1
"(399, 327)",1,0,1,0
"(400, 327)",1,1,0,0
"(1, 328)",1,1,0,1
"(2, 328)",1,0,1,0
"(3, 328)",0,1,0,1
"(4, 328)",0,0,1,1
"(5, 328)",0,1,1,1
"(6, 328)",0,0,1,1
"(7, 328)",0,0,1,1
"(8, 328)",0,0,1,1
"(9, 328)",0,1,1,0
"(10, 328)",1,0,0,1
"(11, 328)",0,0,1,1
"(12, 328)",0,0,1,0
"(13, 328)",1,0,0,1
"(14, 328)",1,0,1,0
"(15, 328)",0,1,0,1
"(16, 328)",0,1,1,0
"(17, 328)",1,1,0,1
"(18, 328)",0,0,1,1
"(19, 328)",0,1,1,0
"(20, 328)",0,0,0,1
"(21, 328)",1,0,1,0
"(22, 328)",1,1,0,0
"(23, 328)",1,0,0,1
"(24, 328)",0,1,1,1
"(25, 328)",0,0,1,1
"(26, 328)",0,1,1,0
"(27, 328)",0,1,0,1
"(28, 328)",1,0,1,0
"(29, 328)",1,1,0,0
"(30, 328)",1,1,0,0
"(31, 328)",1,1,0,0
"(32, 328)",0,0,0,1
"(33, 328)",0,1,1,1
"(34, 328)",0,1,1,0
"(35, 328)",1,1,0,0
"(36, 328)",1,1,0,0
"(37, 328)",1,1,0,0
"(38, 328)",0,1,0,1
"(39, 328)",1,0,1,0
"(40, 328)",1,1,0,1
"(41, 328)",0,0,1,0
"(42, 328)",1,0,0,1
"(43, 328)",0,1,1,0
"(44, 328)",1,1,0,1
"(45, 328)",1,0,1,0
"(46, 328)",1,0,0,1
"(47, 328)",0,1,1,0
"(48, 328)",1,0,0,1
"(49, 328)",0,1,1,1
"(50, 328)",0,1,1,0
"(51, 328)",0,1,0,1
"(52, 328)",0,0,1,1
"(53, 328)",1,0,1,1
"(54, 328)",1,0,1,0
"(55, 328)",1,1,0,0
"(56, 328)",1,0,0,0
"(57, 328)",1,1,0,0
"(58, 328)",1,1,0,0
"(59, 328)",0,1,0,1
"(60, 328)",1,0,1,0
"(61, 328)",1,0,0,1
"(62, 328)",0,1,1,1
"(63, 328)",0,0,1,1
"(64, 328)",1,0,1,0
"(65, 328)",1,1,0,0
"(66, 328)",1,1,0,0
"(67, 328)",0,1,0,0
"(68, 328)",0,1,0,1
"(69, 328)",1,0,1,0
"(70, 328)",1,0,0,1
"(71, 328)",0,1,1,0
"(72, 328)",0,1,0,0
"(73, 328)",1,1,0,1
"(74, 328)",0,1,1,0
"(75, 328)",1,1,0,1
"(76, 328)",0,0,1,0
"(77, 328)",1,0,0,1
"(78, 328)",0,1,1,0
"(79, 328)",1,1,0,0
"(80, 328)",0,1,0,1
"(81, 328)",1,0,1,0
"(82, 328)",1,1,0,0
"(83, 328)",1,0,0,1
"(84, 328)",0,1,1,0
"(85, 328)",1,0,0,0
"(86, 328)",0,1,0,1
"(87, 328)",1,0,1,0
"(88, 328)",0,1,0,0
"(89, 328)",1,1,0,0
"(90, 328)",0,1,0,1
"(91, 328)",0,0,1,1
"(92, 328)",1,0,1,0
"(93, 328)",1,1,0,0
"(94, 328)",1,0,0,0
"(95, 328)",1,0,0,1
"(96, 328)",0,1,1,0
"(97, 328)",0,1,0,1
"(98, 328)",0,0,1,1
"(99, 328)",0,0,1,1
"(100, 328)",0,1,1,1
"(101, 328)",0,0,1,1
"(102, 328)",0,0,1,1
"(103, 328)",1,0,1,0
"(104, 328)",0,1,0,0
"(105, 328)",1,1,0,1
"(106, 328)",0,0,1,0
"(107, 328)",1,0,0,1
"(108, 328)",0,1,1,0
"(109, 328)",1,1,0,0
"(110, 328)",1,1,0,0
"(111, 328)",1,0,0,1
"(112, 328)",0,0,1,1
"(113, 328)",0,0,1,1
"(114, 328)",0,0,1,1
"(115, 328)",0,1,1,0
"(116, 328)",1,0,0,1
"(117, 328)",0,1,1,0
"(118, 328)",1,1,0,0
"(119, 328)",1,1,0,0
"(120, 328)",1,1,0,0
"(121, 328)",1,1,0,0
"(122, 328)",0,1,0,1
"(123, 328)",1,0,1,0
"(124, 328)",1,1,0,1
"(125, 328)",0,1,1,0
"(126, 328)",1,0,0,1
"(127, 328)",0,1,1,0
"(128, 328)",1,0,0,1
"(129, 328)",0,0,1,1
"(130, 328)",0,1,1,1
"(131, 328)",0,0,1,1
"(132, 328)",0,0,1,0
"(133, 328)",1,1,0,0
"(134, 328)",1,0,0,1
"(135, 328)",0,0,1,1
"(136, 328)",1,0,1,1
"(137, 328)",0,0,1,1
"(138, 328)",0,1,1,0
"(139, 328)",1,1,0,0
"(140, 328)",1,0,0,1
"(141, 328)",1,1,1,0
"(142, 328)",1,0,0,1
"(143, 328)",0,1,1,0
"(144, 328)",0,1,0,1
"(145, 328)",0,1,1,0
"(146, 328)",1,1,0,1
"(147, 328)",1,0,1,0
"(148, 328)",0,1,0,1
"(149, 328)",0,1,1,0
"(150, 328)",1,1,0,0
"(151, 328)",1,0,0,0
"(152, 328)",1,0,0,1
"(153, 328)",0,1,1,0
"(154, 328)",0,1,0,1
"(155, 328)",1,0,1,0
"(156, 328)",1,1,0,0
"(157, 328)",1,1,0,0
"(158, 328)",1,1,0,1
"(159, 328)",0,1,1,0
"(160, 328)",0,0,0,1
"(161, 328)",1,0,1,0
"(162, 328)",0,1,0,1
"(163, 328)",0,1,1,0
"(164, 328)",0,0,0,1
"(165, 328)",1,0,1,0
"(166, 328)",1,1,0,0
"(167, 328)",1,0,0,1
"(168, 328)",0,0,1,1
"(169, 328)",0,1,1,1
"(170, 328)",0,0,1,0
"(171, 328)",1,1,0,0
"(172, 328)",0,1,0,1
"(173, 328)",1,0,1,0
"(174, 328)",1,1,0,0
"(175, 328)",0,1,0,1
"(176, 328)",1,1,1,0
"(177, 328)",1,0,0,1
"(178, 328)",1,0,1,1
"(179, 328)",0,0,1,1
"(180, 328)",0,1,1,0
"(181, 328)",1,1,0,0
"(182, 328)",1,0,0,1
"(183, 328)",0,1,1,0
"(184, 328)",0,1,0,1
"(185, 328)",0,0,1,1
"(186, 328)",0,0,1,1
"(187, 328)",1,0,1,1
"(188, 328)",1,0,1,1
"(189, 328)",0,0,1,1
"(190, 328)",0,0,1,1
"(191, 328)",0,0,1,1
"(192, 328)",0,1,1,0
"(193, 328)",1,1,0,1
"(194, 328)",0,1,1,0
"(195, 328)",1,1,0,0
"(196, 328)",1,1,0,1
"(197, 328)",1,0,1,0
"(198, 328)",0,1,0,1
"(199, 328)",0,1,1,0
"(200, 328)",1,1,0,0
"(201, 328)",0,1,0,1
"(202, 328)",0,0,1,1
"(203, 328)",1,1,1,0
"(204, 328)",1,0,0,0
"(205, 328)",1,0,0,1
"(206, 328)",1,0,1,0
"(207, 328)",1,0,0,1
"(208, 328)",0,1,1,0
"(209, 328)",0,1,0,1
"(210, 328)",1,0,1,1
"(211, 328)",1,0,1,0
"(212, 328)",1,1,0,1
"(213, 328)",0,0,1,1
"(214, 328)",0,0,1,1
"(215, 328)",0,1,1,0
"(216, 328)",0,1,0,1
"(217, 328)",1,0,1,0
"(218, 328)",1,1,0,0
"(219, 328)",1,1,0,0
"(220, 328)",0,1,0,1
"(221, 328)",1,0,1,0
"(222, 328)",0,1,0,1
"(223, 328)",0,0,1,1
"(224, 328)",0,1,1,0
"(225, 328)",1,1,0,0
"(226, 328)",1,0,0,1
"(227, 328)",0,1,1,0
"(228, 328)",1,0,0,0
"(229, 328)",1,1,0,0
"(230, 328)",1,1,0,0
"(231, 328)",0,1,0,0
"(232, 328)",0,1,0,1
"(233, 328)",0,1,1,0
"(234, 328)",1,1,0,0
"(235, 328)",0,1,0,0
"(236, 328)",1,1,0,0
"(237, 328)",1,1,0,0
"(238, 328)",1,0,0,1
"(239, 328)",0,0,1,1
"(240, 328)",0,1,1,0
"(241, 328)",1,0,0,1
"(242, 328)",1,1,1,0
"(243, 328)",0,1,0,1
"(244, 328)",0,1,1,0
"(245, 328)",0,1,0,1
"(246, 328)",0,0,1,1
"(247, 328)",0,1,1,0
"(248, 328)",0,1,0,1
"(249, 328)",0,0,1,1
"(250, 328)",0,0,1,1
"(251, 328)",1,0,1,0
"(252, 328)",0,1,0,0
"(253, 328)",1,1,0,0
"(254, 328)",0,1,0,1
"(255, 328)",0,0,1,1
"(256, 328)",0,0,1,1
"(257, 328)",1,0,1,0
"(258, 328)",1,0,0,1
"(259, 328)",0,1,1,1
"(260, 328)",0,1,1,0
"(261, 328)",1,1,0,0
"(262, 328)",1,1,0,0
"(263, 328)",0,1,0,1
"(264, 328)",0,1,1,1
"(265, 328)",1,1,1,0
"(266, 328)",0,1,0,1
"(267, 328)",1,0,1,0
"(268, 328)",1,1,0,1
"(269, 328)",0,0,1,1
"(270, 328)",0,0,1,1
"(271, 328)",1,0,1,0
"(272, 328)",1,1,0,0
"(273, 328)",0,1,0,0
"(274, 328)",1,1,0,1
"(275, 328)",1,0,1,0
"(276, 328)",1,1,0,0
"(277, 328)",1,1,0,0
"(278, 328)",0,1,0,1
"(279, 328)",1,0,1,0
"(280, 328)",1,0,0,1
"(281, 328)",1,0,1,0
"(282, 328)",0,1,0,1
"(283, 328)",0,1,1,0
"(284, 328)",1,0,0,1
"(285, 328)",0,0,1,1
"(286, 328)",0,1,1,0
"(287, 328)",0,1,0,1
"(288, 328)",0,0,1,1
"(289, 328)",0,1,1,0
"(290, 328)",0,1,0,0
"(291, 328)",1,1,0,0
"(292, 328)",1,1,0,0
"(293, 328)",0,1,0,0
"(294, 328)",1,0,0,1
"(295, 328)",0,1,1,0
"(296, 328)",1,1,0,0
"(297, 328)",1,1,0,0
"(298, 328)",1,0,0,1
"(299, 328)",0,0,1,1
"(300, 328)",0,0,1,1
"(301, 328)",1,0,1,0
"(302, 328)",1,0,0,1
"(303, 328)",0,0,1,0
"(304, 328)",1,1,0,0
"(305, 328)",1,0,0,1
"(306, 328)",0,1,1,0
"(307, 328)",1,0,0,1
"(308, 328)",0,1,1,0
"(309, 328)",1,0,0,1
"(310, 328)",0,0,1,1
"(311, 328)",1,0,1,0
"(312, 328)",1,0,0,1
"(313, 328)",0,0,1,1
"(314, 328)",0,1,1,0
"(315, 328)",0,1,0,1
"(316, 328)",0,0,1,1
"(317, 328)",0,0,1,1
"(318, 328)",0,1,1,0
"(319, 328)",0,0,0,1
"(320, 328)",1,1,1,0
"(321, 328)",1,0,0,0
"(322, 328)",0,1,0,1
"(323, 328)",1,0,1,0
"(324, 328)",1,1,0,0
"(325, 328)",0,1,0,0
"(326, 328)",1,1,0,0
"(327, 328)",1,1,0,0
"(328, 328)",0,1,0,1
"(329, 328)",0,1,1,0
"(330, 328)",0,1,0,1
"(331, 328)",1,0,1,0
"(332, 328)",1,0,0,1
"(333, 328)",0,1,1,0
"(334, 328)",1,1,0,0
"(335, 328)",1,1,0,0
"(336, 328)",0,1,0,1
"(337, 328)",1,0,1,1
"(338, 328)",0,0,1,1
"(339, 328)",0,0,1,1
"(340, 328)",1,0,1,0
"(341, 328)",0,1,0,1
"(342, 328)",1,0,1,0
"(343, 328)",1,0,0,1
"(344, 328)",0,0,1,1
"(345, 328)",0,1,1,0
"(346, 328)",1,1,0,0
"(347, 328)",0,0,0,1
"(348, 328)",0,0,1,1
"(349, 328)",0,1,1,0
"(350, 328)",0,1,0,1
"(351, 328)",1,0,1,1
"(352, 328)",0,0,1,1
"(353, 328)",1,0,1,0
"(354, 328)",0,1,0,1
"(355, 328)",0,0,1,1
"(356, 328)",0,0,1,1
"(357, 328)",0,0,1,1
"(358, 328)",1,1,1,0
"(359, 328)",1,0,0,1
"(360, 328)",1,0,1,0
"(361, 328)",1,0,0,1
"(362, 328)",1,0,1,0
"(363, 328)",1,1,0,0
"(364, 328)",0,1,0,1
"(365, 328)",0,0,1,1
"(366, 328)",1,0,1,0
"(367, 328)",1,0,0,0
"(368, 328)",1,0,0,1
"(369, 328)",1,0,1,1
"(370, 328)",0,0,1,0
"(371, 328)",0,1,0,1
"(372, 328)",0,0,1,1
"(373, 328)",1,0,1,0
"(374, 328)",1,0,0,1
"(375, 328)",1,0,1,0
"(376, 328)",1,0,0,1
"(377, 328)",0,0,1,1
"(378, 328)",0,0,1,1
"(379, 328)",1,0,1,0
"(380, 328)",1,0,0,1
"(381, 328)",1,0,1,0
"(382, 328)",1,0,0,1
"(383, 328)",0,1,1,0
"(384, 328)",1,0,0,0
"(385, 328)",1,1,0,0
"(386, 328)",1,1,0,0
"(387, 328)",1,1,0,0
"(388, 328)",1,0,0,1
"(389, 328)",0,1,1,0
"(390, 328)",0,1,0,1
"(391, 328)",0,0,1,1
"(392, 328)",1,1,1,0
"(393, 328)",0,1,0,1
"(394, 328)",0,1,1,0
"(395, 328)",0,0,0,1
"(396, 328)",1,0,1,0
"(397, 328)",1,1,0,1
"(398, 328)",0,0,1,1
"(399, 328)",0,1,1,0
"(400, 328)",1,1,0,0
"(1, 329)",0,1,0,0
"(2, 329)",0,1,0,1
"(3, 329)",1,0,1,0
"(4, 329)",1,0,0,1
"(5, 329)",1,0,1,0
"(6, 329)",0,0,0,1
"(7, 329)",1,0,1,1
"(8, 329)",0,0,1,1
"(9, 329)",1,0,1,1
"(10, 329)",0,1,1,0
"(11, 329)",1,0,0,1
"(12, 329)",0,0,1,1
"(13, 329)",0,1,1,0
"(14, 329)",1,1,0,1
"(15, 329)",0,0,1,1
"(16, 329)",0,0,1,0
"(17, 329)",0,1,0,1
"(18, 329)",1,0,1,0
"(19, 329)",0,0,0,1
"(20, 329)",1,0,1,1
"(21, 329)",1,1,1,0
"(22, 329)",0,1,0,1
"(23, 329)",0,1,1,0
"(24, 329)",1,0,0,1
"(25, 329)",0,0,1,1
"(26, 329)",0,0,1,1
"(27, 329)",0,0,1,1
"(28, 329)",0,1,1,0
"(29, 329)",1,1,0,0
"(30, 329)",1,1,0,0
"(31, 329)",0,1,0,1
"(32, 329)",1,0,1,0
"(33, 329)",1,0,0,1
"(34, 329)",0,0,1,1
"(35, 329)",0,1,1,0
"(36, 329)",1,1,0,0
"(37, 329)",1,1,0,1
"(38, 329)",1,0,1,0
"(39, 329)",1,1,0,0
"(40, 329)",0,1,0,0
"(41, 329)",1,0,0,1
"(42, 329)",0,1,1,0
"(43, 329)",1,0,0,0
"(44, 329)",1,1,0,0
"(45, 329)",0,1,0,1
"(46, 329)",0,1,1,0
"(47, 329)",1,0,0,0
"(48, 329)",1,1,0,0
"(49, 329)",1,0,0,1
"(50, 329)",0,0,1,1
"(51, 329)",0,0,1,1
"(52, 329)",1,0,1,0
"(53, 329)",1,1,0,0
"(54, 329)",1,1,0,0
"(55, 329)",0,1,0,1
"(56, 329)",1,1,1,0
"(57, 329)",1,1,0,0
"(58, 329)",0,1,0,1
"(59, 329)",0,0,1,0
"(60, 329)",1,1,0,0
"(61, 329)",1,1,0,0
"(62, 329)",1,0,0,1
"(63, 329)",0,0,1,1
"(64, 329)",0,1,1,0
