  cell  ,E,W,N,S
"(9, 188)",1,0,0,1
"(10, 188)",1,0,1,1
"(11, 188)",0,0,1,0
"(12, 188)",1,1,0,0
"(13, 188)",1,0,0,1
"(14, 188)",1,0,1,0
"(15, 188)",1,1,0,0
"(16, 188)",1,1,0,0
"(17, 188)",1,0,0,1
"(18, 188)",1,0,1,0
"(19, 188)",1,1,0,0
"(20, 188)",1,1,0,0
"(21, 188)",0,0,0,1
"(22, 188)",1,0,1,0
"(23, 188)",0,1,0,1
"(24, 188)",0,1,1,0
"(25, 188)",1,1,0,0
"(26, 188)",1,0,0,1
"(27, 188)",0,1,1,0
"(28, 188)",1,0,0,1
"(29, 188)",1,0,1,1
"(30, 188)",0,0,1,1
"(31, 188)",1,0,1,0
"(32, 188)",0,1,0,1
"(33, 188)",0,1,1,0
"(34, 188)",1,0,0,1
"(35, 188)",0,0,1,1
"(36, 188)",0,1,1,0
"(37, 188)",1,1,0,0
"(38, 188)",1,1,0,0
"(39, 188)",0,1,0,1
"(40, 188)",0,1,1,0
"(41, 188)",1,0,0,1
"(42, 188)",1,0,1,0
"(43, 188)",1,1,0,0
"(44, 188)",1,1,0,1
"(45, 188)",0,1,1,0
"(46, 188)",1,0,0,1
"(47, 188)",0,0,1,1
"(48, 188)",0,1,1,0
"(49, 188)",1,0,0,0
"(50, 188)",1,1,0,1
"(51, 188)",1,0,1,0
"(52, 188)",1,1,0,0
"(53, 188)",1,0,0,1
"(54, 188)",0,0,1,0
"(55, 188)",1,0,0,1
"(56, 188)",0,1,1,0
"(57, 188)",1,0,0,1
"(58, 188)",1,1,1,0
"(59, 188)",1,0,0,1
"(60, 188)",0,0,1,1
"(61, 188)",0,1,1,0
"(62, 188)",0,1,0,1
"(63, 188)",0,1,1,1
"(64, 188)",0,0,1,1
"(65, 188)",1,0,1,0
"(66, 188)",0,0,0,1
"(67, 188)",0,0,1,1
"(68, 188)",0,0,1,1
"(69, 188)",1,0,1,0
"(70, 188)",0,1,0,1
"(71, 188)",1,1,1,0
"(72, 188)",1,1,0,0
"(73, 188)",0,0,0,1
"(74, 188)",0,1,1,0
"(75, 188)",1,0,0,1
"(76, 188)",0,0,1,1
"(77, 188)",1,0,1,0
"(78, 188)",1,1,0,1
"(79, 188)",0,1,1,0
"(80, 188)",1,1,0,0
"(81, 188)",1,1,0,0
"(82, 188)",1,1,0,0
"(83, 188)",1,1,0,0
"(84, 188)",1,0,0,1
"(85, 188)",1,0,1,0
"(86, 188)",1,1,0,1
"(87, 188)",0,1,1,0
"(88, 188)",1,1,0,1
"(89, 188)",0,0,1,1
"(90, 188)",1,0,1,0
"(91, 188)",1,1,0,1
"(92, 188)",0,1,1,0
"(93, 188)",0,0,0,1
"(94, 188)",1,1,1,0
"(95, 188)",0,1,0,1
"(96, 188)",1,0,1,0
"(97, 188)",1,1,0,0
"(98, 188)",1,1,0,0
"(99, 188)",1,0,0,1
"(100, 188)",0,0,1,1
"(101, 188)",0,1,1,0
"(102, 188)",0,1,0,1
"(103, 188)",0,0,1,1
"(104, 188)",0,1,1,0
"(105, 188)",0,0,0,1
"(106, 188)",0,1,1,1
"(107, 188)",0,0,1,0
"(108, 188)",0,1,0,1
"(109, 188)",0,0,1,1
"(110, 188)",1,0,1,0
"(111, 188)",1,1,0,0
"(112, 188)",1,1,0,0
"(113, 188)",0,1,0,1
"(114, 188)",1,0,1,0
"(115, 188)",1,1,0,0
"(116, 188)",1,1,0,0
"(117, 188)",1,0,0,0
"(118, 188)",1,1,0,1
"(119, 188)",0,0,1,1
"(120, 188)",0,0,1,1
"(121, 188)",0,0,1,1
"(122, 188)",0,0,1,1
"(123, 188)",1,0,1,0
"(124, 188)",1,0,0,1
"(125, 188)",0,1,1,0
"(126, 188)",1,0,0,1
"(127, 188)",1,0,1,0
"(128, 188)",1,0,0,1
"(129, 188)",0,0,1,1
"(130, 188)",1,0,1,0
"(131, 188)",1,0,0,1
"(132, 188)",0,1,1,0
"(133, 188)",0,1,0,1
"(134, 188)",1,0,1,0
"(135, 188)",1,1,0,0
"(136, 188)",1,0,0,1
"(137, 188)",0,1,1,0
"(138, 188)",1,0,0,1
"(139, 188)",0,1,1,0
"(140, 188)",1,1,0,0
"(141, 188)",1,1,0,0
"(142, 188)",1,1,0,0
"(143, 188)",1,0,0,1
"(144, 188)",0,1,1,0
"(145, 188)",1,1,0,0
"(146, 188)",0,0,0,1
"(147, 188)",0,1,1,1
"(148, 188)",0,0,1,1
"(149, 188)",1,1,1,0
"(150, 188)",1,0,0,1
"(151, 188)",0,1,1,0
"(152, 188)",1,0,0,0
"(153, 188)",1,1,0,0
"(154, 188)",1,1,0,1
"(155, 188)",1,0,1,0
"(156, 188)",1,1,0,0
"(157, 188)",1,1,0,0
"(158, 188)",0,1,0,1
"(159, 188)",0,0,1,1
"(160, 188)",0,0,1,1
"(161, 188)",0,0,1,1
"(162, 188)",0,1,1,0
"(163, 188)",0,0,0,1
"(164, 188)",1,0,1,0
"(165, 188)",1,0,0,1
"(166, 188)",0,0,1,1
"(167, 188)",0,0,1,1
"(168, 188)",1,0,1,1
"(169, 188)",0,1,1,0
"(170, 188)",1,0,0,0
"(171, 188)",0,1,0,1
"(172, 188)",0,0,1,1
"(173, 188)",1,0,1,0
"(174, 188)",1,0,0,1
"(175, 188)",1,0,1,0
"(176, 188)",1,1,0,0
"(177, 188)",1,1,0,0
"(178, 188)",1,1,0,0
"(179, 188)",1,0,0,1
"(180, 188)",0,1,1,0
"(181, 188)",1,0,0,0
"(182, 188)",1,1,0,0
"(183, 188)",1,1,0,1
"(184, 188)",1,0,1,0
"(185, 188)",0,1,0,0
"(186, 188)",1,1,0,0
"(187, 188)",1,0,0,1
"(188, 188)",0,0,1,1
"(189, 188)",0,0,1,1
"(190, 188)",1,0,1,0
"(191, 188)",0,1,0,1
"(192, 188)",0,0,1,1
"(193, 188)",1,0,1,0
"(194, 188)",1,1,0,0
"(195, 188)",1,1,0,0
"(196, 188)",0,1,0,1
"(197, 188)",0,1,1,0
"(198, 188)",0,0,0,1
"(199, 188)",0,0,1,1
"(200, 188)",1,1,1,0
"(1, 189)",0,1,0,0
"(2, 189)",1,1,0,0
"(3, 189)",1,1,0,0
"(4, 189)",1,0,0,1
"(5, 189)",0,1,1,0
"(6, 189)",0,0,0,1
"(7, 189)",1,0,1,1
"(8, 189)",0,0,1,1
"(9, 189)",0,1,1,0
"(10, 189)",0,1,0,0
"(11, 189)",1,0,0,1
"(12, 189)",0,1,1,0
"(13, 189)",1,1,0,0
"(14, 189)",1,1,0,0
"(15, 189)",0,1,0,1
"(16, 189)",0,1,1,0
"(17, 189)",0,1,0,0
"(18, 189)",0,1,0,1
"(19, 189)",0,1,1,0
"(20, 189)",1,1,0,1
"(21, 189)",1,0,1,0
"(22, 189)",1,1,0,1
"(23, 189)",0,0,1,1
"(24, 189)",1,0,1,0
"(25, 189)",1,1,0,0
"(26, 189)",1,1,0,0
"(27, 189)",1,0,0,0
"(28, 189)",1,1,0,0
"(29, 189)",0,1,0,1
"(30, 189)",1,0,1,0
"(31, 189)",0,1,0,1
"(32, 189)",1,0,1,0
"(33, 189)",1,0,0,1
"(34, 189)",0,1,1,0
"(35, 189)",1,0,0,1
"(36, 189)",0,0,1,1
"(37, 189)",0,1,1,0
"(38, 189)",0,1,0,1
"(39, 189)",1,0,1,0
"(40, 189)",1,0,0,1
"(41, 189)",0,1,1,0
"(42, 189)",0,1,0,0
"(43, 189)",1,1,0,0
"(44, 189)",0,1,0,1
"(45, 189)",1,0,1,0
"(46, 189)",1,1,0,0
"(47, 189)",0,0,0,1
"(48, 189)",1,0,1,0
"(49, 189)",1,1,0,1
"(50, 189)",0,1,1,0
"(51, 189)",0,1,0,1
"(52, 189)",0,1,1,1
"(53, 189)",1,1,1,0
"(54, 189)",1,0,0,1
"(55, 189)",0,1,1,1
"(56, 189)",0,0,1,1
"(57, 189)",0,1,1,0
"(58, 189)",0,1,0,0
"(59, 189)",0,1,0,1
"(60, 189)",0,0,1,1
"(61, 189)",1,0,1,0
"(62, 189)",1,0,0,1
"(63, 189)",0,0,1,1
"(64, 189)",1,0,1,0
"(65, 189)",0,1,0,1
"(66, 189)",0,0,1,1
"(67, 189)",0,0,1,1
"(68, 189)",1,0,1,0
"(69, 189)",0,1,0,1
"(70, 189)",0,0,1,1
"(71, 189)",0,1,1,0
"(72, 189)",1,1,0,0
"(73, 189)",1,0,0,1
"(74, 189)",0,0,1,1
"(75, 189)",0,1,1,0
"(76, 189)",1,0,0,0
"(77, 189)",0,1,0,1
"(78, 189)",0,1,1,0
"(79, 189)",1,0,0,0
"(80, 189)",1,1,0,1
"(81, 189)",0,1,1,0
"(82, 189)",1,1,0,0
"(83, 189)",1,1,0,0
"(84, 189)",1,1,0,0
"(85, 189)",0,1,0,1
"(86, 189)",0,1,1,0
"(87, 189)",0,0,0,1
"(88, 189)",0,1,1,1
"(89, 189)",1,0,1,0
"(90, 189)",1,1,0,0
"(91, 189)",0,1,0,1
"(92, 189)",0,0,1,1
"(93, 189)",1,0,1,0
"(94, 189)",0,1,0,1
"(95, 189)",1,0,1,0
"(96, 189)",1,1,0,0
"(97, 189)",1,1,0,0
"(98, 189)",1,1,0,0
"(99, 189)",0,1,0,1
"(100, 189)",1,0,1,0
"(101, 189)",0,0,0,1
"(102, 189)",1,0,1,1
"(103, 189)",0,0,1,1
"(104, 189)",0,0,1,1
"(105, 189)",1,0,1,0
"(106, 189)",1,0,0,1
"(107, 189)",1,0,1,0
"(108, 189)",1,0,0,1
"(109, 189)",1,0,1,0
"(110, 189)",0,1,0,1
"(111, 189)",1,1,1,0
"(112, 189)",1,1,0,1
"(113, 189)",0,0,1,0
"(114, 189)",1,1,0,0
"(115, 189)",1,1,0,0
"(116, 189)",0,1,0,1
"(117, 189)",1,1,1,0
"(118, 189)",0,1,0,0
"(119, 189)",1,0,0,1
"(120, 189)",0,0,1,1
"(121, 189)",0,0,1,1
"(122, 189)",1,0,1,0
"(123, 189)",0,1,0,1
"(124, 189)",0,1,1,1
"(125, 189)",0,0,1,1
"(126, 189)",0,1,1,0
"(127, 189)",1,1,0,0
"(128, 189)",1,1,0,0
"(129, 189)",1,0,0,1
"(130, 189)",0,1,1,0
"(131, 189)",1,1,0,0
"(132, 189)",1,0,0,1
"(133, 189)",0,0,1,1
"(134, 189)",0,1,1,0
"(135, 189)",1,1,0,0
"(136, 189)",1,1,0,0
"(137, 189)",0,0,0,1
"(138, 189)",1,1,1,0
"(139, 189)",0,0,0,1
"(140, 189)",1,1,1,0
"(141, 189)",1,1,0,0
"(142, 189)",0,1,0,1
"(143, 189)",0,1,1,0
"(144, 189)",1,0,0,0
"(145, 189)",1,1,0,1
"(146, 189)",1,0,1,0
"(147, 189)",1,0,0,1
"(148, 189)",1,0,1,0
"(149, 189)",0,1,0,0
"(150, 189)",0,1,0,1
"(151, 189)",0,0,1,1
"(152, 189)",1,1,1,0
"(153, 189)",1,1,0,0
"(154, 189)",0,1,0,0
"(155, 189)",1,1,0,0
"(156, 189)",0,1,0,1
"(157, 189)",1,1,1,0
"(158, 189)",0,0,0,1
"(159, 189)",1,0,1,1
"(160, 189)",0,0,1,1
"(161, 189)",1,0,1,0
"(162, 189)",1,0,0,1
"(163, 189)",0,0,1,1
"(164, 189)",0,1,1,0
"(165, 189)",1,1,0,1
"(166, 189)",0,0,1,0
"(167, 189)",1,0,0,1
"(168, 189)",0,1,1,0
"(169, 189)",1,0,0,1
"(170, 189)",0,1,1,1
"(171, 189)",1,0,1,0
"(172, 189)",1,0,0,0
"(173, 189)",0,1,0,1
"(174, 189)",0,1,1,0
"(175, 189)",1,1,0,0
"(176, 189)",1,1,0,0
"(177, 189)",0,1,0,0
"(178, 189)",1,1,0,0
"(179, 189)",0,1,0,1
"(180, 189)",0,0,1,1
"(181, 189)",1,1,1,0
"(182, 189)",1,1,0,0
"(183, 189)",0,1,0,0
"(184, 189)",0,1,0,1
"(185, 189)",0,0,1,1
"(186, 189)",0,1,1,0
"(187, 189)",1,1,0,0
"(188, 189)",1,0,0,1
"(189, 189)",1,0,1,0
"(190, 189)",1,1,0,0
"(191, 189)",1,0,0,0
"(192, 189)",1,0,0,1
"(193, 189)",0,1,1,0
"(194, 189)",0,1,0,0
"(195, 189)",0,1,0,1
"(196, 189)",1,0,1,1
"(197, 189)",0,0,1,1
"(198, 189)",0,0,1,1
"(199, 189)",1,0,1,0
"(200, 189)",1,1,0,0
"(1, 190)",1,0,0,1
"(2, 190)",0,1,1,0
"(3, 190)",0,1,0,1
"(4, 190)",0,1,1,0
"(5, 190)",1,0,0,1
"(6, 190)",0,0,1,1
"(7, 190)",1,1,1,0
"(8, 190)",1,0,0,1
"(9, 190)",0,0,1,1
"(10, 190)",0,0,1,1
"(11, 190)",0,1,1,0
"(12, 190)",1,0,0,1
"(13, 190)",0,1,1,0
"(14, 190)",1,1,0,1
"(15, 190)",0,0,1,1
"(16, 190)",1,0,1,0
"(17, 190)",1,0,0,1
"(18, 190)",0,0,1,1
"(19, 190)",1,0,1,0
"(20, 190)",1,1,0,0
"(21, 190)",1,1,0,0
"(22, 190)",0,1,0,0
"(23, 190)",1,0,0,1
"(24, 190)",1,1,1,0
"(25, 190)",1,1,0,0
"(26, 190)",1,1,0,0
"(27, 190)",1,1,0,1
"(28, 190)",0,1,1,0
"(29, 190)",1,0,0,0
"(30, 190)",1,1,0,0
"(31, 190)",1,0,0,0
"(32, 190)",0,1,0,1
"(33, 190)",0,1,1,0
"(34, 190)",1,0,0,0
"(35, 190)",1,1,0,0
"(36, 190)",1,0,0,1
"(37, 190)",0,0,1,1
"(38, 190)",1,0,1,0
"(39, 190)",1,1,0,0
"(40, 190)",1,1,0,0
"(41, 190)",1,0,0,1
"(42, 190)",1,0,1,0
"(43, 190)",0,1,0,1
"(44, 190)",1,0,1,0
"(45, 190)",1,1,0,0
"(46, 190)",1,1,0,0
"(47, 190)",1,0,0,1
"(48, 190)",0,1,1,0
"(49, 190)",1,1,0,0
"(50, 190)",1,0,0,1
"(51, 190)",0,0,1,1
"(52, 190)",1,0,1,0
"(53, 190)",0,1,0,0
"(54, 190)",0,1,0,1
"(55, 190)",1,0,1,0
"(56, 190)",1,0,0,1
"(57, 190)",0,0,1,1
"(58, 190)",0,0,1,1
"(59, 190)",1,0,1,0
"(60, 190)",1,0,0,1
"(61, 190)",1,1,1,0
"(62, 190)",0,1,0,1
"(63, 190)",1,0,1,0
"(64, 190)",0,1,0,1
"(65, 190)",0,0,1,1
"(66, 190)",0,0,1,1
"(67, 190)",1,0,1,0
"(68, 190)",0,1,0,1
"(69, 190)",1,0,1,1
"(70, 190)",0,0,1,1
"(71, 190)",0,0,1,1
"(72, 190)",1,1,1,0
"(73, 190)",0,1,0,1
"(74, 190)",0,0,1,1
"(75, 190)",1,0,1,0
"(76, 190)",0,1,0,1
"(77, 190)",0,0,1,1
"(78, 190)",1,0,1,1
"(79, 190)",1,1,1,0
"(80, 190)",1,1,0,0
"(81, 190)",1,0,0,1
"(82, 190)",1,1,1,0
"(83, 190)",0,1,0,1
"(84, 190)",0,1,1,0
"(85, 190)",1,0,0,0
"(86, 190)",1,0,0,1
"(87, 190)",1,0,1,1
"(88, 190)",1,0,1,0
"(89, 190)",0,1,0,0
"(90, 190)",0,1,0,1
"(91, 190)",0,0,1,1
"(92, 190)",1,0,1,0
"(93, 190)",0,1,0,1
"(94, 190)",1,0,1,0
"(95, 190)",0,1,0,1
"(96, 190)",1,1,1,0
"(97, 190)",0,1,0,0
"(98, 190)",0,1,0,1
"(99, 190)",1,0,1,0
"(100, 190)",1,1,0,1
"(101, 190)",0,0,1,1
"(102, 190)",0,1,1,0
"(103, 190)",1,0,0,0
"(104, 190)",1,0,0,1
"(105, 190)",0,1,1,0
"(106, 190)",1,1,0,0
"(107, 190)",0,1,0,1
"(108, 190)",0,1,1,0
"(109, 190)",0,1,0,1
"(110, 190)",1,0,1,0
"(111, 190)",1,1,0,0
"(112, 190)",0,1,0,1
"(113, 190)",0,0,1,1
"(114, 190)",0,1,1,0
"(115, 190)",0,1,0,1
"(116, 190)",1,0,1,0
"(117, 190)",0,1,0,1
"(118, 190)",1,0,1,0
"(119, 190)",0,1,0,1
"(120, 190)",1,0,1,0
"(121, 190)",1,0,0,0
"(122, 190)",0,1,0,1
"(123, 190)",1,0,1,0
"(124, 190)",0,0,0,1
"(125, 190)",1,0,1,1
"(126, 190)",0,0,1,0
"(127, 190)",0,1,0,1
"(128, 190)",0,1,1,0
"(129, 190)",1,1,0,0
"(130, 190)",1,0,0,1
"(131, 190)",1,1,1,0
"(132, 190)",0,1,0,1
"(133, 190)",1,0,1,0
"(134, 190)",1,0,0,0
"(135, 190)",1,1,0,0
"(136, 190)",0,1,0,1
"(137, 190)",1,0,1,0
"(138, 190)",0,1,0,1
"(139, 190)",1,0,1,0
"(140, 190)",0,1,0,0
"(141, 190)",1,1,0,1
"(142, 190)",1,0,1,0
"(143, 190)",1,0,0,1
"(144, 190)",0,1,1,1
"(145, 190)",0,1,1,0
"(146, 190)",1,1,0,0
"(147, 190)",1,1,0,0
"(148, 190)",0,1,0,1
"(149, 190)",0,0,1,1
"(150, 190)",0,0,1,1
"(151, 190)",0,0,1,1
"(152, 190)",0,1,1,0
"(153, 190)",0,1,0,1
"(154, 190)",1,0,1,0
"(155, 190)",0,1,0,1
"(156, 190)",1,0,1,0
"(157, 190)",0,1,0,1
"(158, 190)",1,0,1,0
"(159, 190)",1,1,0,0
"(160, 190)",1,0,0,1
"(161, 190)",0,1,1,0
"(162, 190)",1,1,0,0
"(163, 190)",1,0,0,1
"(164, 190)",0,0,1,1
"(165, 190)",0,1,1,0
"(166, 190)",1,0,0,1
"(167, 190)",0,1,1,0
"(168, 190)",1,0,0,1
"(169, 190)",0,1,1,1
"(170, 190)",1,0,1,0
"(171, 190)",1,1,0,0
"(172, 190)",1,1,0,0
"(173, 190)",1,0,0,1
"(174, 190)",0,0,1,1
"(175, 190)",0,1,1,1
"(176, 190)",0,1,1,0
"(177, 190)",1,0,0,1
"(178, 190)",0,1,1,0
"(179, 190)",1,0,0,1
"(180, 190)",1,0,1,0
"(181, 190)",0,1,0,0
"(182, 190)",1,1,0,1
"(183, 190)",1,0,1,0
"(184, 190)",1,0,0,1
"(185, 190)",0,0,1,1
"(186, 190)",0,0,1,1
"(187, 190)",0,1,1,1
"(188, 190)",1,1,1,0
"(189, 190)",0,1,0,0
"(190, 190)",1,1,0,0
"(191, 190)",0,1,0,1
"(192, 190)",0,1,1,1
"(193, 190)",0,0,1,1
"(194, 190)",0,0,1,1
"(195, 190)",1,0,1,0
"(196, 190)",0,1,0,0
"(197, 190)",1,0,0,1
"(198, 190)",0,0,1,1
"(199, 190)",0,1,1,0
"(200, 190)",0,1,0,0
"(1, 191)",1,1,0,1
"(2, 191)",0,0,1,1
"(3, 191)",1,0,1,0
"(4, 191)",0,0,0,1
"(5, 191)",0,1,1,1
"(6, 191)",1,0,1,0
"(7, 191)",0,1,0,0
"(8, 191)",1,1,0,0
"(9, 191)",1,0,0,1
"(10, 191)",0,0,1,1
"(11, 191)",0,0,1,1
"(12, 191)",0,1,1,1
"(13, 191)",0,0,1,0
"(14, 191)",1,1,0,0
"(15, 191)",1,0,0,1
"(16, 191)",0,1,1,1
"(17, 191)",0,1,1,0
"(18, 191)",1,0,0,1
"(19, 191)",0,1,1,0
"(20, 191)",0,1,0,0
"(21, 191)",1,1,0,0
"(22, 191)",1,0,0,1
"(23, 191)",0,1,1,0
"(24, 191)",1,1,0,0
"(25, 191)",1,1,0,0
"(26, 191)",1,1,0,0
"(27, 191)",0,1,0,1
"(28, 191)",0,0,1,1
"(29, 191)",0,1,1,0
"(30, 191)",1,1,0,0
"(31, 191)",0,1,0,1
"(32, 191)",1,0,1,0
"(33, 191)",1,0,0,1
"(34, 191)",1,1,1,0
"(35, 191)",1,1,0,0
"(36, 191)",0,1,0,1
"(37, 191)",1,0,1,0
"(38, 191)",0,1,0,1
"(39, 191)",0,1,1,0
"(40, 191)",1,1,0,1
"(41, 191)",0,1,1,0
"(42, 191)",0,1,0,1
"(43, 191)",1,0,1,0
"(44, 191)",1,1,0,0
"(45, 191)",0,1,0,0
"(46, 191)",1,1,0,0
"(47, 191)",1,1,0,0
"(48, 191)",1,0,0,1
"(49, 191)",0,1,1,0
"(50, 191)",1,1,0,0
"(51, 191)",1,0,0,0
"(52, 191)",0,1,0,1
"(53, 191)",1,0,1,0
"(54, 191)",1,0,0,1
"(55, 191)",0,1,1,0
"(56, 191)",0,1,0,1
"(57, 191)",1,0,1,0
"(58, 191)",1,0,0,0
"(59, 191)",1,1,0,0
"(60, 191)",1,1,0,0
"(61, 191)",0,1,0,1
"(62, 191)",0,0,1,0
"(63, 191)",1,1,0,0
"(64, 191)",0,0,0,1
"(65, 191)",0,0,1,1
"(66, 191)",1,0,1,0
"(67, 191)",1,1,0,0
"(68, 191)",0,0,0,1
"(69, 191)",0,1,1,0
"(70, 191)",1,0,0,1
"(71, 191)",1,0,1,0
"(72, 191)",0,1,0,1
"(73, 191)",0,0,1,1
"(74, 191)",1,0,1,0
"(75, 191)",1,1,0,0
"(76, 191)",1,0,0,1
"(77, 191)",1,0,1,0
"(78, 191)",0,1,0,0
"(79, 191)",1,1,0,1
"(80, 191)",0,1,1,0
"(81, 191)",1,1,0,0
"(82, 191)",1,1,0,0
"(83, 191)",0,0,0,1
"(84, 191)",0,0,1,1
"(85, 191)",0,1,1,1
"(86, 191)",0,1,1,0
"(87, 191)",1,1,0,0
"(88, 191)",0,1,0,1
"(89, 191)",1,0,1,0
"(90, 191)",1,0,0,1
"(91, 191)",1,0,1,0
"(92, 191)",0,1,0,1
"(93, 191)",1,0,1,0
"(94, 191)",0,1,0,1
"(95, 191)",1,0,1,0
"(96, 191)",0,1,0,0
"(97, 191)",1,0,0,1
"(98, 191)",0,0,1,1
"(99, 191)",0,1,1,0
"(100, 191)",0,1,0,0
"(101, 191)",1,0,0,1
"(102, 191)",1,0,1,0
"(103, 191)",1,1,0,0
"(104, 191)",0,1,0,1
"(105, 191)",1,0,1,0
"(106, 191)",1,1,0,0
"(107, 191)",1,0,0,1
"(108, 191)",0,0,1,1
"(109, 191)",1,0,1,0
"(110, 191)",1,1,0,0
"(111, 191)",0,1,0,1
"(112, 191)",0,0,1,1
"(113, 191)",0,0,1,1
"(114, 191)",0,0,1,1
"(115, 191)",0,0,1,0
"(116, 191)",0,1,0,1
"(117, 191)",1,0,1,0
"(118, 191)",0,1,0,1
"(119, 191)",0,0,1,1
"(120, 191)",0,1,1,0
"(121, 191)",0,1,0,1
"(122, 191)",1,0,1,0
"(123, 191)",0,1,0,1
"(124, 191)",1,0,1,0
"(125, 191)",1,1,0,1
"(126, 191)",0,0,1,1
"(127, 191)",0,0,1,1
"(128, 191)",0,0,1,1
"(129, 191)",0,1,1,1
"(130, 191)",0,1,1,0
"(131, 191)",1,1,0,0
"(132, 191)",1,0,0,1
"(133, 191)",0,1,1,0
"(134, 191)",1,1,0,1
"(135, 191)",0,1,1,0
"(136, 191)",1,0,0,1
"(137, 191)",0,1,1,0
"(138, 191)",1,0,0,0
"(139, 191)",1,1,0,0
"(140, 191)",1,0,0,1
"(141, 191)",0,1,1,0
"(142, 191)",1,1,0,0
"(143, 191)",1,1,0,0
"(144, 191)",1,0,0,1
"(145, 191)",0,0,1,0
"(146, 191)",0,1,0,1
"(147, 191)",0,1,1,1
"(148, 191)",0,0,1,1
"(149, 191)",0,0,1,0
"(150, 191)",1,0,0,1
"(151, 191)",0,0,1,1
"(152, 191)",0,0,1,1
"(153, 191)",1,0,1,0
"(154, 191)",0,1,0,1
"(155, 191)",1,0,1,0
"(156, 191)",1,1,0,0
"(157, 191)",1,0,0,1
"(158, 191)",0,1,1,0
"(159, 191)",1,1,0,0
"(160, 191)",0,1,0,1
"(161, 191)",0,0,1,1
"(162, 191)",0,1,1,0
"(163, 191)",0,1,0,1
"(164, 191)",1,0,1,0
"(165, 191)",1,0,0,1
"(166, 191)",0,1,1,0
"(167, 191)",1,0,0,1
"(168, 191)",0,1,1,1
"(169, 191)",0,0,1,0
"(170, 191)",1,1,0,0
"(171, 191)",0,1,0,1
"(172, 191)",0,1,1,0
"(173, 191)",0,1,0,1
"(174, 191)",0,0,1,1
"(175, 191)",1,0,1,0
"(176, 191)",1,0,0,1
"(177, 191)",0,1,1,0
"(178, 191)",0,0,0,1
"(179, 191)",1,1,1,0
"(180, 191)",0,1,0,1
"(181, 191)",1,0,1,0
"(182, 191)",1,1,0,0
"(183, 191)",1,1,0,0
"(184, 191)",1,1,0,0
"(185, 191)",1,0,0,0
"(186, 191)",1,0,0,1
"(187, 191)",1,0,1,0
"(188, 191)",1,1,0,0
"(189, 191)",1,0,0,1
"(190, 191)",0,1,1,0
"(191, 191)",1,0,0,1
"(192, 191)",1,0,1,0
"(193, 191)",0,0,0,1
"(194, 191)",0,0,1,1
"(195, 191)",0,1,1,1
"(196, 191)",0,0,1,1
"(197, 191)",1,1,1,0
"(198, 191)",1,0,0,1
"(199, 191)",0,0,1,1
"(200, 191)",1,0,1,0
"(1, 192)",1,1,0,0
"(2, 192)",1,0,0,0
"(3, 192)",0,1,0,1
"(4, 192)",0,0,1,1
"(5, 192)",1,0,1,0
"(6, 192)",0,1,0,1
"(7, 192)",0,0,1,1
"(8, 192)",0,1,1,0
"(9, 192)",0,1,0,1
"(10, 192)",1,0,1,0
"(11, 192)",1,0,0,1
"(12, 192)",1,0,1,0
"(13, 192)",1,0,0,1
"(14, 192)",0,1,1,0
"(15, 192)",1,1,0,0
"(16, 192)",1,0,0,1
"(17, 192)",1,0,1,0
"(18, 192)",0,1,0,1
"(19, 192)",0,0,1,1
"(20, 192)",0,0,1,1
"(21, 192)",0,1,1,0
"(22, 192)",1,1,0,1
"(23, 192)",1,0,1,0
"(24, 192)",0,1,0,0
"(25, 192)",1,1,0,0
"(26, 192)",0,1,0,1
"(27, 192)",0,0,1,1
"(28, 192)",1,0,1,0
"(29, 192)",1,0,0,1
"(30, 192)",0,1,1,0
"(31, 192)",1,0,0,1
"(32, 192)",0,1,1,0
"(33, 192)",1,1,0,0
"(34, 192)",1,1,0,0
"(35, 192)",1,1,0,0
"(36, 192)",1,0,0,0
"(37, 192)",0,1,0,1
"(38, 192)",1,0,1,0
"(39, 192)",1,0,0,0
"(40, 192)",1,1,0,0
"(41, 192)",1,0,0,1
"(42, 192)",0,0,1,1
"(43, 192)",0,1,1,0
"(44, 192)",0,1,0,1
"(45, 192)",0,0,1,1
"(46, 192)",0,1,1,0
"(47, 192)",1,1,0,0
"(48, 192)",0,1,0,1
"(49, 192)",1,0,1,0
"(50, 192)",1,1,0,0
"(51, 192)",1,1,0,1
"(52, 192)",1,0,1,0
"(53, 192)",0,1,0,1
"(54, 192)",0,1,1,0
"(55, 192)",1,0,0,0
"(56, 192)",1,0,0,1
"(57, 192)",0,1,1,0
"(58, 192)",1,1,0,1
"(59, 192)",0,1,1,1
"(60, 192)",0,1,1,0
"(61, 192)",1,0,0,1
"(62, 192)",1,0,1,0
"(63, 192)",0,1,0,1
"(64, 192)",0,0,1,1
"(65, 192)",0,0,1,1
"(66, 192)",1,1,1,0
"(67, 192)",0,1,0,1
"(68, 192)",1,0,1,0
"(69, 192)",1,0,0,1
"(70, 192)",0,1,1,0
"(71, 192)",1,1,0,0
"(72, 192)",1,0,0,1
"(73, 192)",1,0,1,0
"(74, 192)",0,1,0,0
"(75, 192)",1,1,0,0
"(76, 192)",1,1,0,0
"(77, 192)",0,1,0,1
"(78, 192)",1,0,1,0
"(79, 192)",1,1,0,0
"(80, 192)",1,0,0,1
"(81, 192)",0,1,1,0
"(82, 192)",0,1,0,1
